Taluka,College Name,Name Data
Khed,"S.N.G. Institute of Management & Research, Jaidwadi, Pune",
Shirur,"Kasturi Shikshan Sansta's Institute of Management, Shikhrapur",
Haveli,"Poona District Education Association, Shankarrao Ursal College of Pharmacy(Diploma), Kharadi, Tal: Haveli",
Karad,"Shree Santkrupa Shikshan Sanstha's College of Pharmacy(Diploma),Ghogaon,Satara",
Shirur,"Shrinath Shikshan Prasarak Mandal, R.M. Dhariwal Sinhgad Management School, Pune",
Mulshi,"JSPMs Jayawant Institute of Management Studies, Pune",
Mawal,"Sinhgad Institute of Business Administration and Computer Application, Lonavala",
Haveli,"Sinhgad Institute of Management and Computer Applications, Pune",
Haveli,"Dr D Y Patil Pratishthan's Dr D Y Patil Institute of Management Studies, Akurdi, Pune",
Mawal,"Siddhant Institute Of Business Management, Pune",
Mulshi,"Alard Institute of Management Sciences, Pune",
Pune City,"Sinhgad Technical Education Society, Sinhgad Business School, Erandwane, Pune",
Baramati,"Vidya Pratishthan Institute of Information Technology, Baramati, Pune",
Haveli,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",
Pune City,"Progressive Education Society's Modern College of Engineering, Pune",
Indapur,"Dnyan Kala Krida & Krishi Prathishtan's Maharashtra Institute of Management, Kalamb, Pune",
Mulshi,"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",
Junnar,"Shivneri Foundation's Shivneri Institute of Business Management, Junnar, Pune",
Haveli,"JSPM's Jayawantrao Sawant Institute of Management & Research, Hadapsar, Pune",
Haveli,"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",
Haveli,"JSPM'S Jaywantrao Sawant College of Engineering,Pune",
Khed,"MIT Academy of Engineering,Alandi, Pune",
Haveli,"JSPM's Kautilya Institute of Management & Research, Wagholi,Pune",
Pune City,"MAEER's M.I.T. College of Engineering , Kothrud, Pune",
Mawal,"Choudhary Attar Singh Yadav Memorial Trust,Siddhant College of Engineering, Maval",
Pune City,"Maharashtra Institute of Technology, Kothrud, Pune",
Haveli,"Zeal Education Society's Zeal Institute of Business Administration, Computer Application and Research, Pune",
Mulshi,"Sahyadri Institute of Management, Tathawade, Pune",
Haveli,"Audyogik Tantra Shikshan Sanstha Institute of Industrial & Computer Management & Research, Nigdi, Pune",
Haveli,"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",
Pune City,"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",
Haveli,"Rajarambapu Institute of Business Management, Ambegaon(bk), Pune",
Haveli,"Rajmata Jijau Shikshan Prasarak Mandal's Institute of Computer and Management Research, Dudulgaon, Pune",
Haveli,"New Era Education Socity's Apex Instistute of Management, Undri, Pune",
Haveli,"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",
Mulshi,"JSPM's Jayawant Institute of computer Application, Tathawade, Pune",
Haveli,"G. H.Raisoni Edu & Medical Foundation's G.H.Raisoni Inst of Management & Research, Haveli, Pune",
Mulshi,"Novel Institute of Management Studies , Chinchwad , Pune",
Haveli,"Pandit Shivdatta Shastri Education Foundation's Asma Institute of Management, Shivane, Pune",
Khed,"Nav Sahyadri Charitable Trust's Institute of Business Management & Research, Chakan, Pune",
Haveli,"Audyogik Shikshan Mandal's Institute of Professional Studies, Pimpri Waghere, Pune",
Haveli,"Kamla Education Society's Pratibha Institute of Business Management, Chinchwad, Pune",
Haveli,"Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",
Haveli,"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",
Mulshi,"Managerial Excellence Resource Centre, MERC Institute of Management,Bhukum, Pune",
Mawal,"D Y Patil Institute of Management, Ambi",
Mulshi,"Namdeorao Mohol Vidya Va Krida Pratishthan, Mamasaheb Mohol College of Bussiness Administration,Pirangut, Pune",
Haveli,"K. J.'s Educational Instiute, Trinity Institute of Management and Research, Haveli, Pune",
Haveli,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",
Haveli,"G. H.Raisoni Institute of Engineering and Technology, Wagholi, Pune",
Haveli,"Sinhgad College of Engineering, Vadgaon (BK), Pune",
Haveli,"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune",
Mawal,"Indira College of Engineering & Management, Pune",
Haveli,"Jayawant Shikshan Prasarak Mandal, ENIAC Institute of Computer Application, Wagholi, Pune",
Haveli,"Jayawant Shikshan Prasarak Mandal, Abacus Institute of Computer Application, Hadapsar, Pune",
Haveli,"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon)",
Shirur,"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima",
Haveli,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",
Mawal,"Sinhagad Institute of Technology, Lonavala",
Haveli,"Indian Institute of Cost & Management Studies & Research (IndSearch), Pune.",
Haveli,"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune",
Haveli,"Eagle Education Society's Unique Institute of Management, Pune",
Haveli,"Dr. D. Y. Patil School Of Management, Lohegaon,Pune",
Haveli,"Sukhdev & Kamal Sharma educational Trust's Lexicon Institute of Management Education, Wagholi, Pune",
Haveli,"Pimpri Chinchwad Education Trust's S.B. Patil Institute of Management, Nigdi, Pune",
Haveli,"Impulse Education society's Moment Institute of Business Management, Ambegaon",
Haveli,"Zeal Education Society's, Zeal Institute of Management and Computer Application, Nahre, Pune",
Mulshi,"Gramodaya Trust's Rajeev Business School,Tathawade, Pune",
Haveli,"Aditya Education Foundation's Aditya Institute of Management, Narhe, Pune",
Haveli,"Poona Institute of Management Studies & Entrepreneurship, Pune - 411001",
Khed,"Nav-Sahyadri Charitable Trust's Institute of Management Science,Pimpri BK, Khed",
Haveli,"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",
Haveli,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",
Pune City,"Rastriya Shikshan Mandal's Chetan Dattaji Gaikwad Institute of Management Studies, Pune",
Haveli,"Pune District Education Association's College of Engineering, Pune",
Haveli,"Dr. D. Y. Patil Vidya Pratishthan Society Dr .D. Y. Patil Institute of Engineering & Technology, Pimpri,Pune",
Miraj,"Deccan Education Society's Chintamanrao Institute of Management Development & Research, Sangli",
Karvir,"Deshbhakta Ratnappa Kumbhar College of Commerce Department of Management Studies, Kolhapur",
Satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil Institute of Management Studies & Research, Satara",
Solapur North,"S.A.P.D.J. Pathshala's Hirachand Nemchand College of Commerce Department of Management Studies, Solapur",
Karvir,"KIT's Institute of Management Education & Research, Kolhapur",
Miraj,"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",
Walwa,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",
Hatkanangle,"Sou. Sushila Danchand Ghodawat Cha.Trust's Sanjay Ghodavat Group of Institution (Integrated Campus), Atigre, Kolhapur",
Karad,"Krishna Foundation Malkapur-Karad's Jaywant Institute of Management, Wathar",
Hatkanangle,"Shri. Balasaheb Mane Prasarak Mandals, Ashokrao Mane Group of Institutions, Kolhapur",
Satara,"Gaurishankar Educational & Charitable Trust's Gaurishankar Institute of management Sciences, Limb, Satara",
Solapur North,"KSGBS's Bharat- Ratna Indira Gandhi College of Engineering, Kegaon, Solapur",
Pandharpur,"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",
Sangole,"Savitribai Phule Shikshan Prasarak Mandal's Sinhgad Institute of Business Management, Sangola, Solapur",
Hatkanangle,"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",
Solapur North,"Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",
Walwa,"Shri Venkateshwara shikshan Sanstha's Venkteshwara Institute of Management, Peth Naka",
Haveli,"Dr. D. Y. Patil Pratishthan's D. Y. Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",
Mulshi,"Indira Institute of Management, Tathawade,Mulsi, Pune",
Haveli,"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",
Pune City,"Maharashtra Education Society's Institute of Management and Career Courses (IMCC), Pune",
Shirur,"S. S.P Mandal 's Manikchand Dhariwal Institute of Management and Rural Technology, Shirur (Pune)",
Haveli,"Sinhgad Technical Education Society's , Sinhgad Institute of Business Administration & Research, Kondhawa-Saswad Road, Pune",
Haveli,"Sinhgad Technical Education Society, Sinhgad Institute of Management & Computer Application, Narhe (Ambegaon), Pune",
Mawal,"Choudhary Attar Singh Yadav Memorial Education Trust's Siddhant Institute Of Computer Application, Sudambare",
Pune City,"Vaikunth Mehta National Institute of Co-Operative, Pune",
Haveli,"Audyogik Shikshan Mandals, Institute of Computer Studies, Pune",
Haveli,Dr. D. Y. Patil School Of Architecture,
Khanapur,"Jeevan Prabodhini MCA College, Khanapur, Gardi, Sangli",
Karad,"KFS - Krishna Institute of Computer Application & Management, Wathar",
Haveli,"Audyogik Shikshan Mandal's Institute of International Business & Research, Pune",
Karvir,"D.Y. Patil College of Engineering and Technology, Kolhapur",
Mulshi,"Alard Charitable Trust's Alard School of Business Management, Pune",
Mulshi,"Foundation of Liberal and Management Education Society's, Flame School of Communication, Mulshi",
Mulshi,"Foundation of Liberal and Management Education Society's, Flame School of Business, Mulshi",
Pune City,"Maharashtra Academy of Engineering & Educational Research's Maharashtra Institute of Pharmacy, Pune",
Karvir,"Bharati Vidyapeeth College of Pharmacy, Kolhapur",
Bhor,"Rajgad Dnyanpeeth's College of Pharmacy, Bhor",
Mawal,"Chaudhary Attar Singh Yadav Memorial Education Trust, Siddhant College of Pharmacy Pimpri, Pune",
Satara,"Gourishankar Education & Charitable Trust, Gourishankar Polytechnic,Limb, Satara",
Pune City,"Maharshi Karve Stree Shikshan.Samstha's ,Dr. Bhanuben Nanavati College of Architecture for Women, Karvenagar, Pune",
Haveli,"Bharati Vidyapeeth College of Architecture, Karjat-Dhanakvadi, Pune",
Haveli,"Sinhgad College of Architecture, Vadgaon (BK), Pune",
Karvir,"Shree Prince Shivaji Maratha Boarding's College of Architecture, Kolhapur",
Solapur North,"Walchand Institute of Technology, Solapur",
Miraj,"Shetkari Shikshan Mandal's Pad. Vasnatraodada Patil Institute of Technology, Budhgaon,(Diploma) Sangli",
Karvir,"Kolhapur Institute of Technology College of Engineering Autonomous, Kolhapur",
Panhala,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",
Miraj,"Shetkari Shikshan Mandal's Pad. Vasantraodada Patil Institute of Technology, Budhgaon, Sangli",
Satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",
Haveli,"Pune Institute of Computer Technology, Dhankavdi, Pune",
Haveli,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",
Haveli,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",
Pune City,"Pune Vidyarthi Griha's College of Engineering and Technology, Pune",
Baramati,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",
Pune City,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",
Shirol,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",
Pune City,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",
Pune City,"Modern Education Society's College of Engineering, Pune",
Pune City,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",
Walwa,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",
Baramati,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",
Haveli,"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",
Karvir,"Bharati Vidyapeeth's College of Engineering, Kolhapur",
Haveli,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",
Solapur North,"Brahmdevdada Mane Institute of Technology, Solapur",
Haveli,"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",
Satara,"Gourishankar Educational & Charitable Trust's Satara College of Engineering & Management, Limb, Satara",
Karad,"Dr. Ashok Gujar Technical Institute's Dr. Daulatrao Aher College of Engineering, Karad",
Khanapur,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",
Jaoli,"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",
Haveli,"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",
Solapur North,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",
Mawal,"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",
Haveli,"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",
Khandala,"Abhinav Education society College of Engineering and Technology (Diploma), Wadwadi, Tal. Khandala",
Walwa,"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva",
Panhala,"Sanjeevan Engineering and Technology Institute, Panhala",
Shirol,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",
Khandala,"Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi",
Indapur,"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",
Haveli,"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",
Solapur North,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",
Junnar,"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",
Mawal,"D Y Patil College of Engineering, Ambi, Talegaon, Ambi",
Bhor,"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",
Mulshi,"Alard Charitable Trust's Alard College of Engineering and Management, Pune",
Pandharpur,"Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur",
Hatkanangle,"Shri Balasaheb Mane Shikshan Prasarak Mandal's Ashokrao Mane College of Pharmacy,Peth Vadgaon, Kolhapur",
Panhala,"Tatyasaheb Kore College of Pharmacy, Warananagar",
Haveli,"Sinhgad College of Pharmacy, Vadgaon, Pune",
Mulshi,"Alard Charitable Trust's Alard College of Pharmacy, Marunje, Hinjewadi, Pune",
Mulshi,"Chanakya Education. Soceity's, Indira College of Pharmacy, Tathawade, Pune",
Junnar,"Vishal Institute of Pharmaceutical Education & Research, Ale, (Alephata), Dist. Pune",
Haveli,"Sinhgad Technical Education Society, Smt. Kashibai Navale College of Pharmacy, Kondhwa,(Bk.), Pune",
Haveli,"Sinhgad Institute of Pharmacy, Narhe(Ambegaon), Pune",
Haveli,"Progressive Education Society's Modern College of Pharmacy( for Women), Moshi.(Tal.Haveli)",
Junnar,"Shree Gajanan Maharaj Shikshan Prasarak Mandal Sharadchandra Pawar College of Pharmacy, Pune",
Mulshi,"Saibalaji Education Society, International Institute of Management & Human Resource Development(W), Nere Marunje, Pune",
Mulshi,"Rajarshi Shahu College of Pharmacy & Research, Tathawade, Pune",
Shirur,"Shri Chatrapati Sambhaji Shikshan Sanstha's Sitabai Thite College of Pharmacy , Shirur (Ghodnadi) Pune",
Haveli,"Rameshwar Maulee Pratishthan's Bhalchandra College of Pharmacy, Gorhe (KD), Pune",
Haveli,"Progressive Education Society's Modern College of Pharmacy, Nigdi, Pune",
Haveli,"Dr D.Y. Patil College of Pharmacy , Akurdi, Pune",
Purandhar,"Poona District Education Association's Seth Govind Raghunath Sable College of Pharmacy , Saswad, Pune",
Pune City,"Maharashtra Cosmopolitan Education Society's Allana College of Pharmacy,Pune",
Haveli,"Dr. D. Y. Patil Vidya Pratishthan Society Dr. D.Y.Patil Instiute of Pharmceutical Science & Research,Pimpri, Pune",
Pune City,"All India Shri Shivaji Memorial Society's College of Pharmacy, Pune",
Baramati,"SVPM'S College of Pharmacy, Malegaon(BK) Baramati, Pune",
Mawal,"Sinhgad Technical Education Society's Sinhgad Institute of Pharmaceutical Sciences , Lonavala",
Haveli,"Charak College of Pharmacy & Research, Wagholi, Pune",
Mulshi,"Marathwada Mitra Mandal's College of Pharmacy,Thergaon( Kalewadi) ,Pune",
Haveli,"Abhinav Education Society, College of Pharmacy, Haveli, Pune",
Haveli,"Rajamata Jijau Shiksan Prasark Mandal College of Pharmacy, Dudul Gaon, Pune",
Haveli,"Genba Education Trust, Genba Sopanrao Moze College of Pharmacy, Wagholi",
Haveli,"Poona District Education Association, Shankarrao Ursal College of Pharmaceutical Sciences & Research Centre, Kharadi, Tal: Haveli",
Mulshi,"Saibalaji Education Society, International Institute Of Management Studies, Hinjewadi, Pune",
Haveli,"Jayawantrao Sawant College of Pharmacy & Research, Hadapsar, Pune",
Miraj,"Shri Appasaheb Birnale College of Pharmacy, Sangli",
Walwa,"K.E. Socities. Rajarambapu College of Pharmacy, Kasegaon, Sangli",
Jaoli,Meruling Shikshan Sansthas College of Pharmacy B Pharm Medha,
Satara,"Gaurishankar Educational and Charitable Trust's Gourishankar Institute of Pharmaceutical Education and Research, Limb, Satara",
Jaoli,"Late Narayandas Bhawandas Chhabada Institute of Pharmacy, Satara",
Satara,"Samarth Education Trust Arvind Gavali college of Pharmacy, Satara",
Karad,"Shree Santkrupa College of Pharmacy, Ghogaon,Satara",
Satara,"Gourishankar Education Society's Satara College of Pharmacy, Satara",
Pune City,"Swargeeya Sanjibhai Rupjibhai Memorial Trust S.S.R. College of Pharmacy, Silvassa",
Pandharpur,"Shri. Vitthal Edu. & Research's College of Pharmacy, Gopalpur, Pandharpur",
Sangole,"Shikshan & Krishi Vikas Pratishtan's Sahyadri College of Pharmacy, Methavade, Ta.:Sangola, Dist.: Solapur",
Malshiras,"Shikshan Prasarak Mandal's College of Pharmacy, Akluj",
Solapur North,"D.S.T.S.Mandal's College of Pharmacy, Solapur",
